chainer,chainer,https://github.com/chainer/chainer.git
dudok,dudok.github.io,https://github.com/dudok/dudok.github.io.git
MysteriumNetwork,node,https://github.com/MysteriumNetwork/node.git
spike-lab,spike-lab.github.io,https://github.com/spike-lab/spike-lab.github.io.git
exercism,xperl5,https://github.com/exercism/xperl5.git
nnadeau,pybotics,https://github.com/nnadeau/pybotics.git
node-serialport,node-serialport,https://github.com/node-serialport/node-serialport.git
checkr,codeflow,https://github.com/checkr/codeflow.git
PowerShell,xCredSSP,https://github.com/PowerShell/xCredSSP.git
ssbc,secure-scuttlebutt,https://github.com/ssbc/secure-scuttlebutt.git
kura,hauntr,https://github.com/kura/hauntr.git
ZoneMinder,ZoneMinder,https://github.com/ZoneMinder/ZoneMinder.git
WoLpH,numpy-stl,https://github.com/WoLpH/numpy-stl.git
raphael,goa,https://github.com/raphael/goa.git
KevinKelley,KevinKelley.github.io,https://github.com/KevinKelley/KevinKelley.github.io.git
apache,incubator-airflow,https://github.com/apache/incubator-airflow.git
pathawks,jekyll-commonmark,https://github.com/pathawks/jekyll-commonmark.git
kura,pelican_vimeo,https://github.com/kura/pelican_vimeo.git
exercism,xlua,https://github.com/exercism/xlua.git
nozzle,react-static,https://github.com/nozzle/react-static.git
serverspec,serverspec,https://github.com/serverspec/serverspec.git
SebastianM,angular-google-maps,https://github.com/SebastianM/angular-google-maps.git
clostra,dcdn,https://github.com/clostra/dcdn.git
request,request,https://github.com/request/request.git
buildbot,buildbot,https://github.com/buildbot/buildbot.git
auth0,auth0-logs-to-loggly,https://github.com/auth0/auth0-logs-to-loggly.git
howdyai,botkit,https://github.com/howdyai/botkit.git
wso2-dev,product-device-cloud,https://github.com/wso2-dev/product-device-cloud.git
PowerShell,xPendingReboot,https://github.com/PowerShell/xPendingReboot.git
apereo,cas,https://github.com/apereo/cas.git
samvera,hyrax,https://github.com/samvera/hyrax.git
nicolaiarocci,eve-swagger,https://github.com/nicolaiarocci/eve-swagger.git
timedreamer,timedreamer.github.io,https://github.com/timedreamer/timedreamer.github.io.git
exercism,xruby,https://github.com/exercism/xruby.git
apollographql,react-apollo,https://github.com/apollographql/react-apollo.git
sapcc,kubernikus,https://github.com/sapcc/kubernikus.git
DemonWav,MinecraftDev,https://github.com/DemonWav/MinecraftDev.git
Catel,Catel.Fody,https://github.com/Catel/Catel.Fody.git
mezz,JustEnoughItems,https://github.com/mezz/JustEnoughItems.git
Samfox2,homebridge-videodoorbell,https://github.com/Samfox2/homebridge-videodoorbell.git
mukeshsolanki,country-picker-android,https://github.com/mukeshsolanki/country-picker-android.git
nolimits4web,Framework7,https://github.com/nolimits4web/Framework7.git
ssbc,packet-stream,https://github.com/ssbc/packet-stream.git
angular-ui,ng-grid,https://github.com/angular-ui/ng-grid.git
PowerShell,xRemoteDesktopAdmin,https://github.com/PowerShell/xRemoteDesktopAdmin.git
PX4,Firmware,https://github.com/PX4/Firmware.git
viddo,recent-files-fuzzy-finder,https://github.com/viddo/recent-files-fuzzy-finder.git
