A;owner;project_name;exempt_labels
4;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
1;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
0;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
8;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
9;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
8;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
7;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
1;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
3;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
1;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
6;mizzy;serverspec;['pinned', 'security']
1;mizzy;specinfra;['pinned', 'security']
4;exercism;xelisp;
1;kura;pelican_youtube;
5;hypothesis;bouncer;
3;hypothesis;bouncer;
6;yakyak;yakyak;['pinned']
7;snipe;snipe-it;['pinned', 'security']
0;snipe;snipe-it;['pinned', 'security']
1;snipe;snipe-it;['pinned', 'security', 'ready for dev', 'bounty']
3;snipe;snipe-it;['pinned', 'security', 'ready for dev', 'bounty']
7;snipe;snipe-it;['pinned', 'security', 'ready for dev', 'bounty']
7;snipe;snipe-it;['pinned', 'security', 'ready for dev', 'bounty']
6;snipe;snipe-it;['pinned', 'security']
6;snipe;snipe-it;['pinned', 'security']
2;snipe;snipe-it;['pinned', 'security']
8;snipe;snipe-it;['pinned', 'security']
9;snipe;snipe-it;['pinned', 'security']
7;snipe;snipe-it;['pinned', 'security']
9;manddar;manddar.github.io;
6;manddar;manddar.github.io;
6;manddar;manddar.github.io;
0;manddar;manddar.github.io;
1;thomasjo;atom-latex;
5;Homebrew;patches;['gsoc-outreachy', 'help wanted', 'in progress']
2;luin;ioredis;['pinned', 'security']
4;caarlos0;antibody;['pinned', 'security']
1;krystalcampioni;vue-hotel-datepicker;['Feature Request', 'bug', 'help wanted']
9;yamitcar;atc-onlinesubmin201718;['pinned', 'security']
1;madappstechnologies;country-picker-android;['pinned', 'security', 'enchangements']
8;madappstechnologies;country-picker-android;['pinned', 'security', 'enchangements']
5;madappstechnologies;country-picker-android;
0;jlnrd;jlnrd.github.io;['pinned', 'security']
8;jlnrd;jlnrd.github.io;['pinned', 'security']
8;jlnrd;jlnrd.github.io;
2;jlnrd;jlnrd.github.io;
7;anbox;anbox;['android', 'app-support', 'bug', 'build', 'container', 'distro-support', 'documentation', 'duplicate', 'enhancement', 'help wanted', 'kernel', 'not-snap', 'question', 'session manager', 'sigill', 'startup', 'tools', 'undecided', 'upstream-bug']
9;anbox;anbox;['android', 'app-support', 'bug', 'build', 'container', 'distro-support', 'documentation', 'duplicate', 'enhancement', 'help wanted', 'kernel', 'not-snap', 'question', 'session manager', 'sigill', 'startup', 'tools', 'undecided', 'upstream-bug']
8;anbox;anbox;['android', 'app-support', 'bug', 'build', 'container', 'distro-support', 'documentation', 'duplicate', 'enhancement', 'help wanted', 'kernel', 'not-snap', 'question', 'session manager', 'sigill', 'startup', 'tools', 'undecided', 'upstream-bug']
0;anbox;anbox;['android', 'app-support', 'bug', 'build', 'container', 'distro-support', 'documentation', 'duplicate', 'enhancement', 'help wanted', 'kernel', 'not-snap', 'question', 'session manager', 'sigill', 'startup', 'tools', 'undecided', 'upstream-bug']
1;anbox;anbox;['android', 'app-support', 'bug', 'build', 'container', 'distro-support', 'documentation', 'duplicate', 'enhancement', 'help wanted', 'kernel', 'not-snap', 'question', 'session manager', 'sigill', 'startup', 'tools', 'undecided', 'upstream-bug']
1;Mozharovsky;CVCalendar;['enhancement', 'discussion']
4;PowerShell;xCertificate;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
7;sequelize;sequelize;['pinned']
9;sequelize;sequelize;['pinned', 'feature']
9;sequelize;sequelize;['pinned', 'feature', 'documentation', 'bug', 'discussion']
0;sequelize;sequelize;['pinned', 'feature', 'documentation', 'bug', 'discussion']
1;sequelize;sequelize;['pinned', 'feature', 'documentation', 'bug', 'discussion', 'performance', 'good first issue']
1;sequelize;sequelize;['pinned', 'feature', 'documentation', 'bug', 'discussion', 'performance', 'good first issue']
8;sequelize;sequelize;['pinned', 'feature', 'documentation', 'bug', 'discussion', 'performance', 'good first issue', 'suggestion']
0;frappe;erpnext;['hotfix']
7;frappe;erpnext;['hotfix']
4;frappe;erpnext;['hotfix']
7;frappe;erpnext;['hotfix']
3;frappe;erpnext;['hotfix']
3;frappe;erpnext;['hotfix']
2;frappe;erpnext;['hotfix']
9;frappe;erpnext;['hotfix']
1;frappe;erpnext;['hotfix']
2;frappe;erpnext;['hotfix']
1;frappe;erpnext;['hotfix']
6;frappe;erpnext;['hotfix']
9;frappe;erpnext;['hotfix']
0;frappe;erpnext;['hotfix']
8;frappe;erpnext;['hotfix']
2;frappe;erpnext;['hotfix']
6;frappe;erpnext;['hotfix']
1;frappe;erpnext;['hotfix']
4;frappe;erpnext;['hotfix']
9;frappe;erpnext;['hotfix']
6;frappe;erpnext;['hotfix']
7;frappe;erpnext;['hotfix']
0;frappe;erpnext;['hotfix']
6;frappe;erpnext;['hotfix']
7;apache;thrift;['Do Not Merge', 'blocked', 'pinned', 'security', 'confirmed']
0;conjure-up;conjure-up;['pinned', 'security', 'documentation']
9;conjure-up;conjure-up;['pinned', 'security', 'documentation', 'enhancement']
6;conjure-up;conjure-up;['pinned', 'security', 'documentation', 'enhancement', 'bug']
5;stoe;alfred-github-tools;
0;stoe;alfred-github-tools;
3;phenyard;phenyard.github.io;['pinned', 'security']
7;phenyard;phenyard.github.io;['pinned', 'security']
5;phenyard;phenyard.github.io;
6;phenyard;phenyard.github.io;
2;phenyard;phenyard.github.io;
6;phenyard;phenyard.github.io;
6;phenyard;phenyard.github.io;
1;phenyard;phenyard.github.io;
2;phenyard;phenyard.github.io;
8;phenyard;phenyard.github.io;
5;phenyard;phenyard.github.io;
8;phenyard;phenyard.github.io;
4;Catel;Catel.Benchmarks;['pinned', 'security']
9;bkeepers;dotenv;['pinned', 'security']
6;bkeepers;dotenv;['pinned', 'security']
9;jpadilla;ember-simple-auth-token;['pinned', 'security']
0;jpadilla;ember-simple-auth-token;['pinned', 'security']
6;benbalter;github-records-archiver;['pinned', 'security']
5;benbalter;github-records-archiver;['pinned', 'security']
2;RxSwiftCommunity;RxOptional;['pinned', 'security']
3;hexojs;hexo;['bug', 'discussion', 'need-verify', 'pending-reply', 'wontfix', 'duplicate', 'invalid']
0;hexojs;hexo;['bug', 'discussion', 'need-verify', 'pending-reply', 'feature-request', 'enhancement', 'wontfix', 'duplicate', 'invalid']
9;hexojs;hexo;['bug', 'discussion', 'need-verify', 'pending-reply', 'feature-request', 'enhancement']
1;hexojs;hexo;['bug', 'discussion', 'need-verify', 'pending-reply', 'feature-request', 'enhancement', 'question']
9;hexojs;hexo;['bug', 'discussion', 'need-verify', 'pending-reply', 'feature-request', 'enhancement', 'question']
9;hexojs;hexo;['bug', 'discussion', 'need-verify', 'pending-reply', 'feature-request', 'enhancement', 'question', 'documentation']
8;cucumber;cucumber;['Slow Burner']
1;karoldvl;EARS;['bug']
0;karoldvl;EARS;['bug', 'pending']
9;wordpress-mobile;WordPress-Android;
3;wordpress-mobile;WordPress-Android;
0;wordpress-mobile;WordPress-Android;
2;wordpress-mobile;WordPress-Android;
5;wordpress-mobile;WordPress-Android;
8;wordpress-mobile;WordPress-Android;
9;wordpress-mobile;WordPress-Android;
5;wordpress-mobile;WordPress-Android;
1;wordpress-mobile;WordPress-Android;
0;wordpress-mobile;WordPress-Android;
3;wordpress-mobile;WordPress-Android;
5;wordpress-mobile;WordPress-Android;
3;wordpress-mobile;WordPress-Android;
5;wordpress-mobile;WordPress-Android;
6;wordpress-mobile;WordPress-Android;
3;wordpress-mobile;WordPress-Android;
3;wordpress-mobile;WordPress-Android;
7;AzuraCast;AzuraCast;
7;AzuraCast;AzuraCast;
4;exercism;xpony;
1;exercism;xpony;['pinned']
9;jaredpalmer;formik;['pinned', 'security']
3;jaredpalmer;formik;['enhancement', 'pinned', 'RFC', 'bug', 'in progress']
1;jaredpalmer;formik;['enhancement', 'pinned', 'RFC', 'bug', 'in progress']
2;typo3-themes;theme_bootstrap_restart;
7;opsdroid;opsdroid;['enhancement', 'confirmed']
3;opsdroid;opsdroid;['enhancement', 'confirmed']
1;coredns;coredns;['pinned', 'security']
2;coredns;coredns;['pinned', 'security', 'later']
1;coredns;coredns;['pinned', 'security', 'later']
9;coredns;coredns;['pinned', 'security', 'later', 'bug']
3;hubotio;hubot;['pinned', 'security']
0;hubotio;hubot;['pinned', 'security']
6;hubotio;hubot;['pinned', 'security']
6;kadirahq;react-storybook;['bug']
6;kadirahq;react-storybook;['bug']
5;kadirahq;react-storybook;['bug']
0;kadirahq;react-storybook;['bug']
1;kadirahq;react-storybook;['bug']
1;kadirahq;react-storybook;['bug']
5;kadirahq;react-storybook;['bug']
4;kadirahq;react-storybook;['bug']
5;kadirahq;react-storybook;['bug']
0;kadirahq;react-storybook;['bug']
4;kadirahq;react-storybook;['bug']
1;kadirahq;react-storybook;['bug']
2;kadirahq;react-storybook;['bug']
9;kadirahq;react-storybook;['bug']
2;kadirahq;react-storybook;['bug']
7;kadirahq;react-storybook;['bug']
6;kadirahq;react-storybook;['bug']
9;kadirahq;react-storybook;['bug']
9;kadirahq;react-storybook;['bug']
5;kadirahq;react-storybook;['bug']
8;kadirahq;react-storybook;['bug']
7;kadirahq;react-storybook;['todo', 'ready']
7;kadirahq;react-storybook;['todo', 'ready']
0;kadirahq;react-storybook;['todo', 'ready']
2;kadirahq;react-storybook;['todo', 'ready']
5;kadirahq;react-storybook;['bug']
7;kadirahq;react-storybook;['todo', 'ready']
4;kadirahq;react-storybook;['todo', 'ready']
2;kadirahq;react-storybook;['todo', 'ready']
6;kadirahq;react-storybook;['todo', 'ready']
0;kadirahq;react-storybook;['todo', 'ready']
1;kadirahq;react-storybook;['todo', 'ready']
0;kadirahq;react-storybook;['todo', 'ready']
4;kadirahq;react-storybook;['todo', 'ready']
1;kadirahq;react-storybook;['todo', 'ready']
4;kadirahq;react-storybook;['todo', 'ready']
2;kadirahq;react-storybook;['todo', 'ready']
7;kadirahq;react-storybook;['todo', 'ready']
6;kadirahq;react-storybook;['todo', 'ready']
7;kadirahq;react-storybook;['todo', 'ready']
9;kadirahq;react-storybook;['todo', 'ready']
5;kadirahq;react-storybook;['todo', 'ready']
6;kadirahq;react-storybook;['todo', 'ready']
8;kadirahq;react-storybook;['todo', 'ready']
4;kadirahq;react-storybook;['todo', 'ready']
6;kadirahq;react-storybook;['todo', 'ready']
4;kadirahq;react-storybook;['todo', 'ready']
4;kadirahq;react-storybook;['todo', 'ready']
2;kadirahq;react-storybook;['todo', 'ready']
3;kadirahq;react-storybook;['todo', 'ready']
4;kadirahq;react-storybook;['todo', 'ready']
4;kadirahq;react-storybook;['todo', 'ready']
9;kadirahq;react-storybook;['todo', 'ready']
8;kadirahq;react-storybook;['todo', 'ready']
6;kadirahq;react-storybook;['todo', 'ready']
6;kadirahq;react-storybook;['todo', 'ready']
8;kadirahq;react-storybook;['todo', 'ready']
6;kadirahq;react-storybook;['todo', 'ready']
2;kadirahq;react-storybook;['todo', 'ready']
8;kadirahq;react-storybook;['todo', 'ready']
7;kadirahq;react-storybook;['todo', 'ready']
7;kadirahq;react-storybook;['todo', 'ready']
5;kadirahq;react-storybook;['todo', 'ready']
8;kadirahq;react-storybook;['todo', 'ready']
2;kadirahq;react-storybook;['todo', 'ready']
9;kadirahq;react-storybook;['todo', 'ready']
2;kadirahq;react-storybook;['todo', 'ready']
4;kadirahq;react-storybook;['todo', 'ready']
0;kadirahq;react-storybook;['todo', 'ready']
1;kadirahq;react-storybook;['todo', 'ready']
5;kadirahq;react-storybook;['todo', 'ready']
9;kadirahq;react-storybook;['todo', 'ready']
0;jdorfman;Awesome-JSON-Datasets;['pinned', 'security']
6;jdorfman;Awesome-JSON-Datasets;
6;kura;pelican-githubprojects;
5;ericmjl;Network-Analysis-Made-Simple;['pinned', 'security']
3;ericmjl;Network-Analysis-Made-Simple;['pinned', 'security']
9;RakanNimer;react-google-charts;['pinned', 'security']
7;RakanNimer;react-google-charts;['pinned', 'security']
6;cucumber;aruba;
2;cucumber;aruba;
6;cucumber;aruba;['slow burner']
3;ssbc;patchcore;['pinned', 'security']
0;fogbeam;cas_mirror;['confirmed']
1;fogbeam;cas_mirror;['confirmed']
7;fogbeam;cas_mirror;['confirmed']
0;fogbeam;cas_mirror;['confirmed']
4;fogbeam;cas_mirror;['confirmed']
9;fogbeam;cas_mirror;['confirmed']
8;fogbeam;cas_mirror;['confirmed']
7;benbalter;gman;['pinned', 'security']
2;benbalter;gman;['pinned', 'security']
8;benbalter;gman;['pinned', 'security']
9;benbalter;gman;['pinned', 'security']
7;kc10kevin;betaflight;['Blocking', 'BUG', 'confirmed']
6;kc10kevin;betaflight;['BUG', 'Pinned', 'confirmed']
7;kc10kevin;betaflight;['BUG', 'Pinned', 'confirmed']
0;kc10kevin;betaflight;['BUG', 'Feature Request', 'Pinned', 'confirmed']
4;kc10kevin;betaflight;['BUG', 'Feature Request', 'Pinned', 'confirmed']
6;nfarina;homebridge;['pinned']
8;nfarina;homebridge;['pinned']
2;pmviva;follow_system;['pinned', 'security']
8;electron;electron;['pinned', 'security']
1;electron;electron;['blocked', 'blocking-stable', 'needs-review']
6;electron;electron;['blocked', 'blocking-stable', 'needs-review']
2;viode;viode;['pinned', 'security', 'contribution welcome']
7;costanzo;costanzo.github.io;['pinned', 'security']
4;costanzo;costanzo.github.io;['pinned', 'security']
0;costanzo;costanzo.github.io;
4;costanzo;costanzo.github.io;
7;costanzo;costanzo.github.io;
1;costanzo;costanzo.github.io;
2;costanzo;costanzo.github.io;
8;costanzo;costanzo.github.io;
2;costanzo;costanzo.github.io;
1;costanzo;costanzo.github.io;
7;costanzo;costanzo.github.io;
9;costanzo;costanzo.github.io;
5;costanzo;costanzo.github.io;
4;thedaviddias;Front-End-Checklist;['pinned', 'security']
7;thedaviddias;Front-End-Checklist;['pinned', 'security']
4;obiba;magma;['improvement', 'security']
2;obiba;magma;['pinned', 'improvement', 'security']
0;walbarello;walbarello.github.io;['pinned', 'security']
9;pages-themes;cayman;['pinned', 'security']
7;hypothesis;browser-extension;
3;hypothesis;browser-extension;
0;vintagesucks;caddy-script;['pinned', 'security']
1;feross;webtorrent;['accepted']
2;feross;webtorrent;['accepted']
1;feross;webtorrent;['accepted']
1;feross;webtorrent;['accepted']
3;feross;webtorrent;['accepted']
9;feross;webtorrent;['accepted']
9;feross;webtorrent;['accepted']
4;feross;webtorrent;['accepted']
9;feross;webtorrent;['accepted']
9;feross;webtorrent;['accepted', 'bug', 'enhancement']
6;feross;webtorrent;['accepted', 'bug', 'enhancement', 'meta']
6;mmistakes;jekyll-theme-basically-basic;
6;mmistakes;jekyll-theme-basically-basic;
7;mmistakes;jekyll-theme-basically-basic;
1;mmistakes;jekyll-theme-basically-basic;
5;LinioIT;util;['pinned', 'security']
7;yeriomin;YalpStore;['pinned', 'security', 'enhancement']
7;yeriomin;YalpStore;['pinned', 'security', 'enhancement']
9;Aceheliflyer;Ace-Bot;
9;Aceheliflyer;Ace-Bot;
8;PowerShell;xSCDPM;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
1;xia2;workflows;['pinned', 'security']
3;CCob;bittrex4j;['pinned', 'security']
1;zosconnect;zosconnect-node;['pinned', 'security']
9;kura;blackhole;
6;kura;blackhole;
8;mcavage;node-restify;['Critical', 'Serve']
3;rundeck;rundeck-cli;['pinned', 'security', 'enhancement', 'bug']
0;PowerShell;xMySql;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
3;lyft;envoy;['help wanted']
0;lyft;envoy;['help wanted']
8;lyft;envoy;['help wanted', 'no stalebot']
2;lyft;envoy;['no stalebot', 'help wanted', 'no stalebot']
2;xt0rted;Raygun.Owin;
5;DataDog;integrations-core;['security']
3;DataDog;integrations-core;['security']
6;DataDog;integrations-core;['security']
1;DataDog;integrations-core;['security']
8;DataDog;integrations-core;['security']
5;DataDog;integrations-core;['security']
3;DataDog;integrations-core;['security']
8;DataDog;integrations-core;['security']
1;DataDog;integrations-core;['security']
6;DataDog;integrations-core;['security']
3;DataDog;integrations-core;['security']
8;DataDog;integrations-core;['security']
2;DataDog;integrations-core;['security']
6;DataDog;integrations-core;['security']
0;DataDog;integrations-core;['security']
0;DataDog;integrations-core;['security']
5;DataDog;integrations-core;['security']
0;DataDog;integrations-core;['security']
8;DataDog;integrations-core;['security']
3;fog;fog;['pinned', 'security']
2;jcwalker;xSecedit;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
9;jcwalker;xSecedit;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
8;jcwalker;xSecedit;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
6;jcwalker;xSecedit;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
6;brpc;brpc;['discussion', 'enhancement', 'bug', 'security', 'official']
5;brpc;brpc;['discussion', 'enhancement', 'bug', 'security', 'official']
2;brpc;brpc;['discussion', 'enhancement', 'bug', 'security', 'official']
4;brpc;brpc;['discussion', 'enhancement', 'bug', 'security', 'official']
8;brpc;brpc;['discussion', 'enhancement', 'bug', 'security', 'official']
6;brpc;brpc;['discussion', 'enhancement', 'bug', 'security', 'official']
9;brpc;brpc;['discussion', 'enhancement', 'bug', 'security', 'official']
2;brpc;brpc;['discussion', 'enhancement', 'bug', 'security', 'official']
1;brpc;brpc;['discussion', 'enhancement', 'bug', 'security', 'official']
5;euvl;vue-js-modal;['bug']
1;euvl;vue-js-modal;['bug', 'todo']
5;CVCalendar;CVCalendar;['enhancement', 'discussion']
1;NARKOZ;gitlab;['pinned', 'security']
4;NARKOZ;gitlab;['pinned', 'security', 'contribution welcome']
5;PowerShell;xDscDiagnostics;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;andris9;Nodemailer;['pinned', 'security']
7;jasonmit;ember-intl;['bug', 'security', 'pinned']
2;tldr-pages;tldr;['up for grabs']
7;mweststrate;mobx-state-tree;['breaking change', 'bug', 'docs or examples', 'enhancement', 'has PR']
0;mweststrate;mobx-state-tree;['breaking change', 'bug', 'docs or examples', 'enhancement', 'has PR']
3;mweststrate;mobx-state-tree;['breaking change', 'bug', 'docs or examples', 'enhancement', 'has PR', 'never-stale']
4;mweststrate;mobx-state-tree;['breaking change', 'bug', 'docs or examples', 'enhancement', 'has PR', 'never-stale']
7;vkbansal;react-contextmenu;['pinned', 'security']
8;LinioIT;cache;['pinned', 'security']
1;exercism;xelm;
8;exercism;xelm;
7;pmviva;like_system;['pinned', 'security']
8;sanex3339;javascript-obfuscator;['bug', 'enhancement', 'future', 'high priority', 'plans', 'waiting for release']
8;asnaedae;asnaedae.github.io;
2;asnaedae;asnaedae.github.io;
0;asnaedae;asnaedae.github.io;
5;asnaedae;asnaedae.github.io;
2;webtorrent;webtorrent-desktop;['accepted', 'bug', 'enhancement']
1;webtorrent;webtorrent-desktop;['accepted', 'bug', 'enhancement']
2;webtorrent;webtorrent-desktop;['accepted', 'bug', 'enhancement', 'meta']
9;webtorrent;webtorrent-desktop;['accepted', 'bug', 'enhancement', 'meta']
9;benbalter;word-to-markdown;['pinned', 'security']
0;benbalter;word-to-markdown;['pinned', 'security']
5;benbalter;word-to-markdown;['pinned', 'security']
1;cuiyanwen;cuiyanwen.github.io;['pinned', 'security']
6;s0ph1e;node-website-scraper;['bug', 'maybe-later', 'security']
1;phpmyadmin;motranslator;['pinned', 'security']
4;WeblateOrg;docker;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
8;frappe;frappe;['hotfix']
7;frappe;frappe;['hotfix']
1;frappe;frappe;['hotfix']
4;frappe;frappe;['hotfix']
1;frappe;frappe;['hotfix']
4;frappe;frappe;['hotfix']
5;frappe;frappe;['hotfix']
8;frappe;frappe;['hotfix']
8;deanoemcke;thegreatsuspender;['pinned', 'security']
1;deanoemcke;thegreatsuspender;['blocked', 'bug-confirmed', 'feature', 'pinned', 'prioritised', 'released', 'security', 'waiting-on-release']
2;deanoemcke;thegreatsuspender;['blocked', 'bug-confirmed', 'feature', 'pinned', 'prioritised', 'released', 'security', 'waiting-on-release']
2;deanoemcke;thegreatsuspender;['blocked', 'bug-confirmed', 'feature', 'pinned', 'prioritised', 'released', 'security', 'waiting-on-release']
9;deanoemcke;thegreatsuspender;['blocked', 'bug-confirmed', 'feature', 'pinned', 'prioritised', 'released', 'security', 'waiting-on-release']
9;deanoemcke;thegreatsuspender;['blocked', 'bug-confirmed', 'feature', 'pinned', 'prioritised', 'released', 'security', 'waiting-on-release']
6;deanoemcke;thegreatsuspender;['blocked', 'bug-confirmed', 'feature', 'pinned', 'prioritised', 'released', 'security', 'waiting-on-release']
7;deanoemcke;thegreatsuspender;['blocked', 'bug-confirmed', 'feature', 'pinned', 'prioritised', 'released', 'security', 'waiting-on-release']
5;exercism;xecmascript;
3;exercism;xecmascript;['pinned', 'security', 'good first patch', 'first-timers only']
5;stoe;atom-markdown-wrapper;
0;ShareX;CustomUploaders;['Bug', 'Enhancement']
1;Fody;LoadAssembliesOnStartup;['pinned', 'security']
9;robmarkoski;robmarkoski.github.io;['pinned', 'security']
4;robmarkoski;robmarkoski.github.io;['pinned', 'security']
5;robmarkoski;robmarkoski.github.io;
8;robmarkoski;robmarkoski.github.io;
2;robmarkoski;robmarkoski.github.io;
0;robmarkoski;robmarkoski.github.io;
7;robmarkoski;robmarkoski.github.io;
1;robmarkoski;robmarkoski.github.io;
7;robmarkoski;robmarkoski.github.io;
6;robmarkoski;robmarkoski.github.io;
3;robmarkoski;robmarkoski.github.io;
6;robmarkoski;robmarkoski.github.io;
9;robmarkoski;robmarkoski.github.io;
4;robmarkoski;robmarkoski.github.io;
8;robmarkoski;robmarkoski.github.io;
6;karoldvl;echonet;['bug']
8;testcontainers;testcontainers-java;['pinned', 'security']
7;PlagueHO;cWSMan;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
6;PlagueHO;cWSMan;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
4;betaflight;betaflight-tx-lua-scripts;['BUG', 'Feature Request', 'Pinned', 'confirmed']
2;betaflight;betaflight-tx-lua-scripts;['BUG', 'Feature Request', 'Pinned', 'confirmed']
3;ptmt;react-native-desktop;['Good first issue', 'For Discussion', 'Core Team ']
4;ptmt;react-native-desktop;['Good first issue', 'For Discussion', 'Core Team ']
6;ptmt;react-native-desktop;['Good first issue', 'For Discussion', 'Core Team ']
7;ATLauncher;style-guide;['discussion', 'roadmap-long-term', 'roadmap-medium-term', 'roadmap-short-term', 'help-wanted']
7;ssbc;ssb-blobs;['pinned', 'security']
8;viddo;atom-textual-velocity;['pinned']
4;viddo;atom-textual-velocity;
0;yahoo;ember-intl;['bug', 'security', 'pinned']
7;hamidfzm;Flask-HTMLmin;['pinned']
6;hamidfzm;Flask-HTMLmin;['pinned']
8;giulio92;GLTableCollectionView;['crash']
6;giulio92;GLTableCollectionView;['crash']
6;CHEF-KOCH;NoScript-Whitelist;
5;akiran;react-slick;['pinned', 'security']
4;akiran;react-slick;['pinned', 'security']
5;akiran;react-slick;['pinned', 'security']
5;erickrdch;grunt-string-replace;['pinned', 'security']
6;erickrdch;grunt-string-replace;['pinned', 'security']
3;ssbc;ssb-config;['pinned', 'security']
4;goreleaser;releaser;['pinned', 'security']
1;goreleaser;releaser;['pinned', 'security']
8;goreleaser;releaser;['pinned', 'security']
7;LinioIT;tortilla;['pinned', 'security']
9;pouchdb;pouchdb;['pinned', 'security']
2;PowerShell;xBitlocker;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
7;Misterhex;Misterhex.github.io;['pinned', 'security']
2;Misterhex;Misterhex.github.io;['pinned', 'security']
5;Misterhex;Misterhex.github.io;
2;Misterhex;Misterhex.github.io;
2;Misterhex;Misterhex.github.io;
7;Misterhex;Misterhex.github.io;
8;Misterhex;Misterhex.github.io;
7;Misterhex;Misterhex.github.io;
2;clappr;clappr;['backlog', 'bug', 'feature', 'high-priority', 'in-progress']
5;clappr;clappr;['backlog', 'bug', 'feature', 'high-priority', 'in-progress', 'enhancement']
1;feathersjs;feathers-sync;['greenkeeper', 'bug', 'security', 'enhancement']
2;picocms;Pico;
3;picocms;Pico;
6;LinioIT;rule-engine;['pinned', 'security']
6;McJty;XNet;['confirmed']
9;apereo;apereo.github.io;['confirmed']
0;apereo;apereo.github.io;['confirmed']
4;apereo;apereo.github.io;['confirmed']
7;apereo;apereo.github.io;['confirmed']
2;exercism;xperl6;
1;exercism;xperl6;
9;exercism;xperl6;['pinned', 'security']
1;exercism;xperl6;['pinned', 'security']
4;DiamondLightSource;python-workflows;['pinned', 'security']
3;mochajs;mocha;['pr-please', 'confirmed', 'future', 'bug', 'chore', 'feature', 'unconfirmed', 'usability', 'to-merge', 'browser', 'reporter', 'feature', 'documentation', 'nice-to-have', 'needs-review', 'qa', 'usability', 'semver-minor', 'semver-major', 'semver-patch', 'reporter', 'common-mistake']
3;mochajs;mocha;['pr-please', 'confirmed', 'future', 'bug', 'chore', 'feature', 'unconfirmed', 'usability', 'to-merge', 'browser', 'reporter', 'feature', 'documentation', 'nice-to-have', 'needs-review', 'qa', 'usability', 'semver-minor', 'semver-major', 'semver-patch', 'reporter', 'common-mistake', 'developer-experience']
8;mochajs;mocha;['help-wanted', 'confirmed-bug', 'future', 'chore', 'feature', 'unconfirmed-bug', 'usability', 'browser', 'reporter', 'feature', 'documentation', 'nice-to-have', 'needs-review', 'qa', 'usability', 'semver-minor', 'semver-major', 'semver-patch', 'reporter', 'common-mistake', 'developer-experience']
3;mochajs;mocha;['help-wanted', 'confirmed-bug', 'future', 'chore', 'feature', 'unconfirmed-bug', 'usability', 'browser', 'reporter', 'feature', 'documentation', 'nice-to-have', 'needs-review', 'qa', 'usability', 'semver-minor', 'semver-major', 'semver-patch', 'reporter', 'common-mistake', 'developer-experience', 'good-first-issue']
1;mochajs;mocha;['browser', 'chore', 'confirmed-bug', 'developer-experience', 'documentation', 'faq', 'feature', 'future', 'good-first-issue', 'help-wanted', 'needs-review', 'nice-to-have', 'qa', 'reporter', 'semver-major', 'semver-minor', 'semver-patch', 'unconfirmed-bug', 'usability']
9;mochajs;mocha;['browser', 'chore', 'confirmed-bug', 'developer-experience', 'documentation', 'faq', 'feature', 'future', 'good-first-issue', 'help wanted', 'needs-review', 'nice-to-have', 'qa', 'reporter', 'semver-major', 'semver-minor', 'semver-patch', 'unconfirmed-bug', 'usability']
0;nlohmann;json;['pinned', 'security']
9;SkyHarp;LegendOfMountainSea;['epic', 'enhancement', 'good first issue', 'refactor', 'help wanted', 'feature']
0;SkyHarp;LegendOfMountainSea;['epic', 'art', 'enhancement', 'good first issue', 'refactor', 'help wanted', 'feature']
